SampleName	Topt	Group
ZZ_Candidatus_Fukatsuia_symbiotica_strain_5D	0	group2
ZZ_Candidatus_Gullanella_endobia_	0	group2
ZZ_Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__strain_T5A	0	group2
ZZ_Candidatus_Hepatoplasma_crinochetorum_Av_strain_Av	0	group2
ZZ_Candidatus_Hoaglandella_endobia_	0	group2
ZZ_Candidatus_Hodgkinia_cicadicola_strain_MAGTDC	0	group2
ZZ_Candidatus_Ishikawaella_capsulata_Mpkobe_strain_Mpkobe	0	group2
ZZ_Candidatus_Izimaplasma_sp_HR1_strain_HR1	0	group2
ZZ_Candidatus_Kinetoplastibacterium_blastocrithidii__ex_Strigomonas_culicis__	0	group2
ZZ_Candidatus_Kuenenia_stuttgartiensis_	0	group2
ZZ_Candidatus_Liberibacter_africanus_	0	group2
ZZ_Candidatus_Methylopumilus_planktonicus_strain_MMS253	0	group2
ZZ_Candidatus_Methylospira_mobilis_strain_Shm1	0	group2
ZZ_Candidatus_Midichloria_mitochondrii_IricVA_strain_IricVA	0	group2
ZZ_Candidatus_Mikella_endobia_	0	group2
ZZ_Candidatus_Moranella_endobia_PCVAL_strain_PCVAL	0	group2
ZZ_Candidatus_Mycoplasma_haemolamae_str_Purdue_strain_Purdue	0	group2
ZZ_Candidatus_Nanopelagicus_abundans_	0	group2
ZZ_Candidatus_Nanosynbacter_lyticus_strain_TM7x	0	group2
ZZ_Candidatus_Nardonella_dryophthoridicola_strain_NardRF	0	group2
ZZ_Candidatus_Nesciobacter_abundans_	0	group2
ZZ_Candidatus_Nitrosacidococcus_tergens_	0	group2
ZZ_Candidatus_Nitrospira_inopinata_	0	group2
ZZ_Candidatus_Nitrotoga_sp_AM1P_strain_AM1P	0	group2
ZZ_Candidatus_Nucleicultrix_amoebiphila_FS5_strain_FS5	0	group2
ZZ_Candidatus_Pantoea_carbekii_strain_US	0	group2
ZZ_Candidatus_Paracaedibacter_acanthamoebae_	0	group2
ZZ_Candidatus_Pelagibacter_giovannonii_strain_NP1	0	group2
ZZ_Candidatus_Phaeomarinobacter_ectocarpi_strain_Ec32	0	group2
ZZ_Candidatus_Phycorickettsia_trachydisci_	0	group2
ZZ_Candidatus_Phytoplasma_luffae_	0	group2
ZZ_Candidatus_Planktophila_dulcis_	0	group2
ZZ_Candidatus_Portiera_aleyrodidarum_	0	group2
ZZ_Candidatus_Profftella_armatura_	0	group2
ZZ_Candidatus_Profftia_tarda_	0	group2
ZZ_Candidatus_Promineofilum_breve_strain_CfxK	0	group2
ZZ_Candidatus_Pseudomonas_adelgestsugas_	0	group2
ZZ_Candidatus_Pseudothioglobus_singularis_	0	group2
ZZ_Candidatus_Puniceispirillum_marinum_IMCC1322_strain_IMCC1322	0	group2
ZZ_Candidatus_Purcelliella_pentastirinorum_strain_OLIH	0	group2
ZZ_Candidatus_Reidiella_endopervernicosa_	0	group2
ZZ_Candidatus_Rhodoluna_planktonica_strain_MWHDar1	0	group2
ZZ_Candidatus_Rickettsiella_viridis_strain_ApRA04	0	group2
ZZ_Candidatus_Riesia_pediculicola_strain_BRHL	0	group2
ZZ_Candidatus_Ruthia_endofausta_	0	group2
ZZ_Candidatus_Saccharimonas_aalborgensis_	0	group2
ZZ_Candidatus_Sneabacter_namystus_	0	group2
ZZ_Candidatus_Sodalis_pierantonius_str_SOPE_strain_SOPE	0	group2
ZZ_Candidatus_Sulcia_muelleri_	0	group2
ZZ_Candidatus_Sulfurimonas_baltica_strain_GD2	0	group2
ZZ_Candidatus_Symbiobacter_mobilis_CR_strain_CR	0	group2
ZZ_Candidatus_Syntrophocurvum_alkaliphilum_	0	group2
ZZ_Candidatus_Tachikawaea_gelatinosa_strain_UwTKB	0	group2
ZZ_Candidatus_Thiodictyon_syntrophicum_strain_Cad16T	0	group2
ZZ_Candidatus_Thioglobus_autotrophicus_strain_EF1	0	group2
ZZ_Candidatus_Vallotia_tarda_	0	group2
ZZ_Candidatus_Vampirococcus_archaeovorus_strain_LiM	0	group2
ZZ_Candidatus_Vesicomyosocius_sp_SY067_SCS001_	0	group2
ZZ_Candidatus_Walczuchella_monophlebidarum_	0	group2
ZZ_Candidatus_Wolbachia_massiliensis_	0	group2
ZZ_Candidatus_Xiphinematobacter_sp_Idaho_Grape_strain_Idaho_Grape	0	group2
ZZ_Capnocytophaga_stomatis_strain_H2177	0	group2
ZZ_Cardinium_endosymbiont_of_Sogatella_furcifera_strain_cSfur	0	group2
ZZ_Caulobacter_soli_strain_Ji38	0	group2
ZZ_Celeribacter_ethanolicus_strain_TSPH2	0	group2
ZZ_Cellulomonas_taurus_strain_P402	0	group2
ZZ_Chitinophaga_alhagiae_strain_T22	0	group2
ZZ_Chlamydia_buteonis_strain_IDL174553	0	group2
ZZ_Chlamydia_gallinacea_strain_JX1	0	group2
ZZ_Chlamydia_suis_	0	group2
ZZ_Chlamydiifrater_volucris_	0	group2
ZZ_Chloracidobacterium_validum_strain_BV2C	0	group2
ZZ_Chlorobium_phaeobacteroides_BS1_strain_BS1	0	group2
ZZ_Chromobacterium_paludis_strain_IIBBL_2571	0	group2
ZZ_Chromobacterium_phragmitis_strain_IIBBL_1121	0	group2
ZZ_Chryseobacterium_aureum_strain_17S1E7	0	group2
ZZ_Chryseobacterium_camelliae_strain_DolsongiHT1	0	group2
ZZ_Chryseobacterium_manosquense_strain_MarseilleQ2069	0	group2
ZZ_Citrobacter_telavivensis_strain_6105	0	group2
ZZ_Citrobacter_tructae_strain_SNU_WT2	0	group2
ZZ_Clavibacter_zhangzhiyongii_strain_DM1	0	group2
ZZ_Corynebacterium_qintianiae_strain_MC1420	0	group2
ZZ_Corynebacterium_sanguinis_strain_CCUG_58655	0	group2
ZZ_Corynebacterium_yudongzhengii_strain_2183	0	group2
ZZ_Coxiella_burnetii_Dugway_5J108111_strain_Dugway_5J108111	0	group2
ZZ_Coxiella_endosymbiont_of_Amblyomma_americanum_	0	group2
ZZ_Cryobacterium_soli_strain_GCJ02	0	group2
ZZ_Cupriavidus_neocaledonicus_	0	group2
ZZ_Cycloclasticus_zancles_78ME_strain_78ME	0	group2
ZZ_Cylindrospermopsis_raciborskii_N8_strain_N8	0	group2
ZZ_Deinococcus_puniceus_strain_DY1	0	group2
ZZ_Deinococcus_soli_Cha_et_al_2016_strain_N5	0	group2
ZZ_Desulfitobacterium_dichloroeliminans_LMG_P21439_strain_LMG_P21439	0	group2
ZZ_Desulfolutivibrio_sulfoxidireducens_strain_DSM_107105	0	group2
ZZ_Dialister_massiliensis_strain_MarseilleP5638	0	group2
ZZ_Dickeya_poaceiphila_strain_NCPPB_569	0	group2
ZZ_Ehrlichia_canis_strain_YZ1	0	group2
ZZ_Ehrlichia_chaffeensis_str_Heartland_strain_Heartland	0	group2
ZZ_Ehrlichia_muris_AS145_strain_AS145	0	group2
ZZ_Ehrlichia_ruminantium_strain_Grootvallei	0	group2
ZZ_Eikenella_exigua_strain_PXX	0	group2
ZZ_Empedobacter_falsenii_strain_16811	0	group2
ZZ_endosymbiont_of_Acanthamoeba_sp_UWC8_	0	group2
ZZ_Ensifer_alkalisoli_strain_YIC4027	0	group2
ZZ_Epilithonimonas_vandammei_strain_H6466	0	group2
ZZ_Erysipelothrix_piscisicarius_strain_15TAL0474	0	group2
ZZ_Eubacterium_cellulosolvens_6_strain_6	0	group2
ZZ_Exiguobacterium_acetylicum_strain_SI17	0	group2
ZZ_Ferrimonas_lipolytica_strain_S7	0	group2
ZZ_Flammeovirga_pectinis_strain_L12M1	0	group2
ZZ_Flavobacterium_alkalisoli_strain_XS5	0	group2
ZZ_Flavobacterium_nackdongense_strain_GS13	0	group2
ZZ_Fluviibacter_phosphoraccumulans_strain_ICHIJ1	0	group2
ZZ_Formosa_sediminum_strain_PS13	0	group2
ZZ_Francisella_adeliensis_strain_FSC1325	0	group2
ZZ_Francisella_cf_novicida_Fx1_strain_Fx1	0	group2
ZZ_Francisella_frigiditurris_strain_CA971460	0	group2
ZZ_Francisella_opportunistica_strain_142155	0	group2
ZZ_Francisella_salimarina_strain_CHUGAF75	0	group2
ZZ_Francisella_salina_strain_TX077308	0	group2
ZZ_Francisella_tularensis_strain_12T0050_FLI	0	group2
ZZ_Francisella_uliginis_strain_TX077310	0	group2
ZZ_Fusobacterium_hwasookii_ChDC_F174_strain_ChDC_F174	0	group2
ZZ_Gimesia_algae_strain_Pan161	0	group2
ZZ_Gimesia_aquarii_strain_V144	0	group2
ZZ_Gimesia_benthica_strain_E7	0	group2
ZZ_Gimesia_chilikensis_strain_HG66A1	0	group2
ZZ_Gimesia_fumaroli_strain_Enr17	0	group2
ZZ_Gimesia_panareensis_strain_Enr10	0	group2
ZZ_Gloeothece_verrucosa_PCC_7822_strain_PCC_7822	0	group2
ZZ_Glutamicibacter_mishrai_strain_S552	0	group2
ZZ_Gordonia_insulae_strain_MMS17SY073	0	group2
ZZ_Gordonia_pseudoamarae_strain_BEN371	0	group2
ZZ_Gramella_fulva_strain_SH35	0	group2
ZZ_Halomonas_chromatireducens_strain_AGD_83	0	group2
ZZ_Halomonas_piezotolerans_strain_NBT06E8	0	group2
ZZ_Helicobacter_apodemus_strain_SCJK1	0	group2
ZZ_Helicobacter_winghamensis_strain_2015D0170	0	group2
ZZ_Hymenobacter_busanensis_strain_BT182	0	group2
ZZ_Hymenobacter_jejuensis_strain_17J685	0	group2
ZZ_Hymenobacter_oligotrophus_strain_sh6	0	group2
ZZ_Hymenobacter_radiodurans_strain_17J3626	0	group2
ZZ_Janthinobacterium_tructae_strain_SNU_WT1	0	group2
ZZ_Jeotgalibaca_ciconiae_strain_H21T32	0	group2
ZZ_Kaistella_daneshvariae_strain_H3001	0	group2
ZZ_Ketogulonicigenium_vulgare_strain_Hbe602	0	group2
ZZ_Klebsiella_africana_strain_FF1003	0	group2
ZZ_Klebsiella_huaxiensis_strain_WCHKl090001	0	group2
ZZ_Klebsiella_quasivariicola_strain_KPN1705	0	group2
ZZ_Kluyvera_genomosp_3_strain_PO2S7	0	group2
ZZ_Komagataeibacter_medellinensis_NBRC_3288_strain_NBRC_3288	0	group2
ZZ_Kushneria_phosphatilytica_strain_YCWA18	0	group2
ZZ_Lacipirellula_parvula_strain_PX69	0	group2
ZZ_Lacticaseibacillus_chiayiensis_strain_FBL7	0	group2
ZZ_Lactobacillus_apis_strain_ESL0185	0	group2
ZZ_Lactobacillus_paracasei_ATCC_334_strain_ATCC_334	0	group2
ZZ_Lactococcus_cremoris_strain_1196	0	group2
ZZ_Lactococcus_paracarnosus_strain_TMW_21615	0	group2
ZZ_Legionella_clemsonensis_strain_CDCD5610	0	group2
ZZ_Legionella_endosymbiont_of_Polyplax_serrata_strain_PsAG	0	group2
ZZ_Leptolyngbya_boryana_dg5_strain_dg5	0	group2
ZZ_Leptospira_borgpetersenii_serovar_Ceylonica_strain_Piyasena	0	group2
ZZ_Leptospira_interrogans_serovar_Bataviae_strain_1489	0	group2
ZZ_Leptospira_mayottensis_200901116_strain_200901116	0	group2
ZZ_Leptospira_tipperaryensis_strain_GWTS1	0	group2
ZZ_Leucobacter_insecticola_strain_HDW9B	0	group2
ZZ_Leucobacter_viscericola_strain_HDW9C	0	group2
ZZ_Leuconostoc_falkenbergense_strain_FDAARGOS_1201	0	group2
ZZ_Leuconostoc_garlicum_strain_KFRI01	0	group2
ZZ_Leuconostoc_kimchii_IMSNU_11154_strain_IMSNU_11154	0	group2
ZZ_Leuconostoc_pseudomesenteroides_strain_CBA3630	0	group2
ZZ_Levilactobacillus_suantsaii_strain_CBA3634	0	group2
ZZ_Luteimonas_granuli_strain_Gr4	0	group2
ZZ_Luteimonas_yindakuii_strain_S1072	0	group2
ZZ_Lysinibacillus_timonensis_strain_MarseilleP5727	0	group2
ZZ_Lysobacter_arenosi_strain_R7	0	group2
ZZ_Lysobacter_lycopersici_strain_CCBw6	0	group2
ZZ_Lysobacter_solisilvae_strain_II4	0	group2
ZZ_Malaciobacter_molluscorum_LMG_25693_strain_CECT_7696	0	group2
ZZ_Mammaliicoccus_fleurettii_strain_ssch2	0	group2
ZZ_Mammaliicoccus_lentus_strain_Colony430	0	group2
ZZ_Mammaliicoccus_sciuri_strain_B958B	0	group2
ZZ_Mammaliicoccus_stepanovicii_strain_NCTC13839	0	group2
ZZ_Mammaliicoccus_vitulinus_strain_Ani_LG101	0	group2
ZZ_Mannheimia_ovis_strain_ZY170218	0	group2
ZZ_Mannheimia_pernigra_strain_16CN0041	0	group2
ZZ_Maribacter_hydrothermalis_strain_T28	0	group2
ZZ_Marinomonas_foliarum_strain_JZW	0	group2
ZZ_Marinomonas_posidonica_IVIAPo181_strain_IVIAPo181	0	group2
ZZ_Mesoplasma_florum_strain_BARC_787	0	group2
ZZ_Mesorhizobium_australicum_WSM2073_strain_WSM2073	0	group2
ZZ_Mesorhizobium_opportunistum_WSM2075_strain_WSM2075	0	group2
ZZ_Mesorhizobium_terrae_strain_NIBRBAC000500504	0	group2
ZZ_Methylobacterium_durans_strain_17SD217	0	group2
ZZ_Methylobacterium_indicum_strain_VL1	0	group2
ZZ_Methylobacterium_radiodurans_strain_17Sr143	0	group2
ZZ_Methylobacterium_terrae_strain_17Sr128	0	group2
ZZ_Methylomonas_rhizoryzae_strain_GJ1	0	group2
ZZ_Methylophilus_medardicus_strain_MMSM37	0	group2
ZZ_Methylosinus_trichosporium_OB3b_strain_OB3b	0	group2
ZZ_Methylotuvimicrobium_buryatense_strain_5GB1C	0	group2
ZZ_Micavibrio_aeruginosavorus_EPB_strain_EPB	0	group2
ZZ_Microbacterium_caowuchunii_strain_STM6	0	group2
ZZ_Microbacterium_lushaniae_strain_L031	0	group2
ZZ_Microbacterium_protaetiae_strain_DFW100M13	0	group2
ZZ_Microcystis_aeruginosa_NIES2481_strain_NIES2481	0	group2
ZZ_Microcystis_viridis_NIES102_strain_NIES102	0	group2
ZZ_Micromonospora_echinospora_strain_DSM_43816	0	group2
ZZ_Microvirga_thermotolerans_strain_HR1	0	group2
ZZ_Mogibacterium_pumilum_strain_ATCC_700696	0	group2
ZZ_Moorea_producens_PAL815081_strain_PAL815081	0	group2
ZZ_Morganella_morganii_strain_11759	0	group2
ZZ_Moritella_yayanosii_strain_DB21MT_5	0	group2
ZZ_Mucilaginibacter_ginkgonis_strain_HMF7856	0	group2
ZZ_Mucilaginibacter_ginsenosidivorans_strain_Gsoil_3017	0	group2
ZZ_Mucilaginibacter_mali_strain_G214	0	group2
ZZ_Mucilaginibacter_xinganensis_strain_BJC16A31	0	group2
ZZ_Mycobacterium_canettii_CIPT_140010059_strain_CIPT_140010059	0	group2
ZZ_Mycobacterium_dioxanotrophicus_strain_PH06	0	group2
ZZ_Mycobacterium_gallinarum_strain_JCM_6399	0	group2
ZZ_Mycobacterium_leprae_Kyoto2_strain_Kyoto2	0	group2
ZZ_Mycobacterium_liflandii_128FXT_strain_128FXT	0	group2
ZZ_Mycobacterium_novum_strain_JCM_6391	0	group2
ZZ_Mycobacterium_shottsii_strain_JCM_12657	0	group2
ZZ_Mycobacterium_spongiae_strain_FSD4bSM	0	group2
ZZ_Mycobacterium_tuberculosis_1821ADB35_strain_1821ADB35	0	group2
ZZ_Mycobacterium_ulcerans_Agy99_strain_Agy99	0	group2
ZZ_Mycobacterium_vicinigordonae_strain_24	0	group2
ZZ_Mycolicibacter_sinensis_strain_JDM601	0	group2
ZZ_Mycolicibacterium_goodii_strain_X7B	0	group2
ZZ_Mycolicibacterium_helvum_strain_JCM_30396	0	group2
ZZ_Mycolicibacterium_nivoides_strain_DL90	0	group2
ZZ_Mycoplasma_alkalescens_strain_NCTC10135	0	group2
ZZ_Mycoplasma_anseris_strain_ATCC_49234	0	group2
ZZ_Mycoplasma_anserisalpingitidis_strain_ATCC_BAA2147	0	group2
ZZ_Mycoplasma_bovigenitalium_strain_NCTC10122	0	group2
ZZ_Mycoplasma_canadense_strain_HAZ360_1	0	group2
ZZ_Mycoplasma_canis_PG_14_strain_PG_14	0	group2
ZZ_Mycoplasma_citelli_strain_NCTC10181	0	group2
ZZ_Mycoplasma_cloacale_strain_NCTC10199	0	group2
ZZ_Mycoplasma_columbinasale_strain_NCTC10184	0	group2
ZZ_Mycoplasma_columbinum_strain_NCTC10178	0	group2
ZZ_Mycoplasma_columborale_strain_NCTC10179	0	group2
ZZ_Mycoplasma_conjunctivae_strain_NCTC10147	0	group2
ZZ_Mycoplasma_crocodyli_MP145_strain_MP145	0	group2
ZZ_Mycoplasma_cynos_C142_strain_C142	0	group2
ZZ_Mycoplasma_edwardii_strain_NCTC10132	0	group2
ZZ_Mycoplasma_felis_strain_Myco2	0	group2
ZZ_Mycoplasma_flocculare_ATCC_27399_strain_Ms42	0	group2
ZZ_Mycoplasma_gallinaceum_strain_NCTC10183	0	group2
ZZ_Mycoplasma_gallopavonis_strain_NCTC10186	0	group2
ZZ_Mycoplasma_glycophilum_strain_NCTC10194	0	group2
ZZ_Mycoplasma_haemocanis_str_Illinois_strain_Illinois	0	group2
ZZ_Mycoplasma_haemofelis_str_Langford_1_strain_Langford_1	0	group2
ZZ_Mycoplasma_hyopneumoniae_168L_strain_168L	0	group2
ZZ_Mycoplasma_iowae_695_strain_695	0	group2
ZZ_Mycoplasma_maculosum_strain_NCTC10168	0	group2
ZZ_Mycoplasma_ovis_str_Michigan_strain_Michigan	0	group2
ZZ_Mycoplasma_parvum_str_Indiana_strain_Indiana	0	group2
ZZ_Mycoplasma_phocicerebrale_strain_1049	0	group2
ZZ_Mycoplasma_phocidae_strain_105	0	group2
ZZ_Mycoplasma_phocirhinis_strain_852	0	group2
ZZ_Mycoplasma_pullorum_strain_B359_6	0	group2
ZZ_Mycoplasma_putrefaciens_KS1_strain_KS1	0	group2
ZZ_Mycoplasma_salivarium_strain_NCTC10113	0	group2
ZZ_Mycoplasma_suis_KI3806_strain_KI3806	0	group2
ZZ_Mycoplasma_wenyonii_str_Massachusetts_strain_Massachusetts	0	group2
ZZ_Neisseria_brasiliensis_strain_N17716	0	group2
ZZ_Neisseria_chenwenguii_strain_10023	0	group2
ZZ_Neisseria_subflava_strain_ATCC_49275	0	group2
ZZ_Neorickettsia_helminthoeca_str_Oregon_strain_Oregon	0	group2
ZZ_Neorickettsia_risticii_str_Illinois_strain_Illinois	0	group2
ZZ_Nitrosococcus_wardiae_strain_D1FHS	0	group2
ZZ_Nitrosococcus_watsonii_C113_strain_C113	0	group2
ZZ_Nitrosomonas_stercoris_strain_KYUHIS	0	group2
ZZ_Nitrosomonas_ureae_strain_Nm10	0	group2
ZZ_Nitrosophilus_labii_strain_HRV44	0	group2
ZZ_Nocardia_mangyaensis_strain_Y48	0	group2
ZZ_Nocardioides_cynanchi_strain_SB345	0	group2
ZZ_Nocardioides_euryhalodurans_strain_MMS17SY117	0	group2
ZZ_Nocardioides_piscis_strain_HDW12A	0	group2
ZZ_Nocardioides_seonyuensis_strain_MMS17SY2073	0	group2
ZZ_Nodularia_spumigena_UHCC_0039_strain_UHCC_0039	0	group2
ZZ_Nonlabens_ponticola_strain_MJ115	0	group2
ZZ_Nostoc_azollae__0708_strain_0708	0	group2
ZZ_Nostoc_edaphicum_CCNP1411_strain_CCNP1411	0	group2
ZZ_Nostoc_flagelliforme_CCNUN1_strain_CCNUN1	0	group2
ZZ_Nostoc_linckia_NIES25_strain_NIES25	0	group2
ZZ_Nostoc_piscinale_CENA21_strain_CENA21	0	group2
ZZ_Nostoc_sphaeroides_CCNUC1_	0	group2
ZZ_Oceanisphaera_profunda_strain_SM1222	0	group2
ZZ_Oceanobacillus_zhaokaii_strain_160	0	group2
ZZ_Ochrobactrum_quorumnocens_strain_A44	0	group2
ZZ_Olsenella_timonensis_strain_MarseilleP2300	0	group2
ZZ_Orientia_tsutsugamushi_str_Boryong_strain_Boryong	0	group2
ZZ_Ornithinimicrobium_pratense_strain_W204	0	group2
ZZ_Oscillatoria_nigroviridis_PCC_7112_strain_PCC_7112	0	group2
ZZ_Paenibacillus_albus_strain_18JY671	0	group2
ZZ_Paenibacillus_lutimineralis_strain_MBLB1234	0	group2
ZZ_Paenibacillus_lycopersici_strain_12200R189	0	group2
ZZ_Paenibacillus_protaetiae_strain_FW100M2	0	group2
ZZ_Paenibacillus_psychroresistens_strain_ML311T8	0	group2
ZZ_Paenibacillus_rhizovicinus_strain_14171R81	0	group2
ZZ_Paenibacillus_yonginensis_strain_DCY84	0	group2
ZZ_Pandoraea_fibrosis_strain_6399	0	group2
ZZ_Pantoea_agglomerans_strain_ASB05	0	group2
ZZ_Paraburkholderia_acidisoli_strain_DHF22	0	group2
ZZ_Paraburkholderia_acidophila_strain_ATCC_31433	0	group2
ZZ_Paraburkholderia_atlantica_strain_CCGE1002	0	group2
ZZ_Paraburkholderia_dokdonella_strain_DCT13	0	group2
ZZ_Paracoccus_jeotgali_strain_CBA4604	0	group2
ZZ_Paracoccus_liaowanqingii_strain_2251	0	group2
ZZ_Paracoccus_mutanolyticus_strain_RSP02	0	group2
ZZ_Paracoccus_suum_strain_SC26	0	group2
ZZ_Parashewanella_tropica_strain_MEBiC05444	0	group2
ZZ_Parolsenella_massiliensis_strain_MarseilleP3237T	0	group2
ZZ_Pectobacterium_brasiliense_strain_1692	0	group2
ZZ_Pectobacterium_versatile_strain_14A	0	group2
ZZ_Phoenicibacter_congonensis_strain_MarseilleP3241	0	group2
ZZ_Piscirickettsia_salmonis_strain_AY3800B	0	group2
ZZ_Pontibacter_pudoricolor_strain_BT214	0	group2
ZZ_Pontibacter_russatus_strain_BT326	0	group2
ZZ_Porphyromonas_crevioricanis_strain_NCTC12858	0	group2
ZZ_Poseidonibacter_parvus_strain_LPB0137	0	group2
ZZ_Priestia_aryabhattai_strain_LAD	0	group2
ZZ_Priestia_flexa_	0	group2
ZZ_Priestia_megaterium_strain_53	0	group2
ZZ_Prochlorococcus_marinus_str_MIT_9211_strain_MIT_9211	0	group2
ZZ_Protaetiibacter_larvae_strain_KACC_19322	0	group2
ZZ_Providencia_huaxiensis_strain_WCHPr000369	0	group2
ZZ_Providencia_rettgeri_Dmel1_strain_Dmel1	0	group2
ZZ_Pseudarthrobacter_psychrotolerans_strain_YJ56	0	group2
ZZ_Pseudoalteromonas_viridis_strain_BBR56	0	group2
ZZ_Pseudodesulfovibrio_cashew_strain_SRB007	0	group2
ZZ_Pseudodesulfovibrio_mercurii_strain_ND132	0	group2
ZZ_Pseudomonas_allokribbensis_strain_IzPS23	0	group2
ZZ_Pseudomonas_atacamensis_strain_SM1	0	group2
ZZ_Pseudomonas_bijieensis_strain_L229	0	group2
ZZ_Pseudomonas_campi_strain_S1A322	0	group2
ZZ_Pseudomonas_cerasi_	0	group2
ZZ_Pseudomonas_eucalypticola_strain_NP1	0	group2
ZZ_Pseudomonas_glycinae_strain_MS586	0	group2
ZZ_Pseudomonas_gozinkensis_strain_IzPS32d	0	group2
ZZ_Pseudomonas_lalkuanensis_strain_PE08	0	group2
ZZ_Pseudomonas_prosekii_strain_LMG_26867	0	group2
ZZ_Pseudomonas_qingdaonensis_strain_S1	0	group2
ZZ_Pseudomonas_saudiphocaensis_strain_20_BN	0	group2
ZZ_Pseudomonas_sediminis_strain_B10D7D	0	group2
ZZ_Pseudomonas_viciae_strain_11K1	0	group2
ZZ_Pseudonocardia_broussonetiae_strain_Gen_01	0	group2
ZZ_Pseudorhizobium_flavum_strain_YW14	0	group2
ZZ_Pusillimonas_thiosulfatoxidans_strain_YE3	0	group2
ZZ_Qipengyuania_soli_strain_6D36	0	group2
ZZ_Ralstonia_pseudosolanacearum_strain_RS	0	group2
ZZ_Rathayibacter_tanaceti_strain_VKM_Ac2761	0	group2
ZZ_Rathayibacter_tritici_strain_NCPPB_1953	0	group2
ZZ_Rhizobium_gallicum_bv_gallicum_R602_strain_R602	0	group2
ZZ_Rhizobium_hidalgonense_strain_JKLM_19E	0	group2
ZZ_Rhizobium_indicum_strain_JKLM_12A2	0	group2
ZZ_Rhizobium_oryzihabitans_strain_M15	0	group2
ZZ_Rhizobium_ruizarguesonis_strain_NZLR24	0	group2
ZZ_Rhodoferax_koreense_strain_DCY110	0	group2
ZZ_Rhodoferax_sediminis_strain_CHu5965	0	group2
ZZ_Rickettsia_amblyommatis_	0	group2
ZZ_Rickettsia_asiatica_strain_Maytaro1284	0	group2
ZZ_Rickettsia_australis_str_Cutlack_strain_Cutlack	0	group2
ZZ_Rickettsia_bellii_	0	group2
ZZ_Rickettsia_canadensis_str_CA410_strain_CA410	0	group2
ZZ_Rickettsia_endosymbiont_of_Ixodes_scapularis_	0	group2
ZZ_Rickettsia_heilongjiangensis_054_strain_054	0	group2
ZZ_Rickettsia_helvetica_C9P9_strain_C9P9	0	group2
ZZ_Rickettsia_japonica_strain_2763	0	group2
ZZ_Rickettsia_massiliae_str_AZT80_strain_AZT80	0	group2
ZZ_Rickettsia_montanensis_str_OSU_85930_strain_OSU_85930	0	group2
ZZ_Rickettsia_parkeri_strain_Atlantic_Rainforest	0	group2
ZZ_Rickettsia_peacockii_str_Rustic_strain_Rustic	0	group2
ZZ_Rickettsia_philipii_str_364D_strain_364D	0	group2
ZZ_Rickettsia_prowazekii_strain_Naples1	0	group2
ZZ_Rickettsia_rhipicephali_str_37female6CWPP_strain_37female6CWPP	0	group2
ZZ_Rickettsia_rickettsii_strain_Iowa	0	group2
ZZ_Rickettsia_sibirica_246_strain_246	0	group2
ZZ_Rickettsia_slovaca_13B_strain_13B	0	group2
ZZ_Rickettsia_typhi_	0	group2
ZZ_Rippkaea_orientalis_PCC_8802_strain_PCC_8802	0	group2
ZZ_Rosistilla_oblonga_strain_CA51	0	group2
ZZ_Ruminiclostridium_herbifermentans_strain_MA18	0	group2
ZZ_Ruminococcus_torques_L214_strain_L214	0	group2
ZZ_Saccharopolyspora_pogona_strain_NRRL30141	0	group2
ZZ_Salicibibacter_cibi_strain_NKC214	0	group2
ZZ_Salicibibacter_kimchii_strain_NKC11	0	group2
ZZ_secondary_endosymbiont_of_Heteropsylla_cubana_	0	group2
ZZ_Serinicoccus_hydrothermalis_strain_JLT9	0	group2
ZZ_Serpentinomonas_raichei_strain_A1	0	group2
ZZ_Serratia_inhibens_PRI2C_strain_PRI2C	0	group2
ZZ_Serratia_proteamaculans_strain_336X	0	group2
ZZ_Serratia_rhizosphaerae_strain_KUDC3025	0	group2
ZZ_Serratia_surfactantfaciens_strain_YD25	0	group2
ZZ_Shewanella_bicestrii_strain_JAB1	0	group2
ZZ_Shewanella_khirikhana_strain_TH2012	0	group2
ZZ_Shewanella_polaris_strain_SM1901	0	group2
ZZ_Sphingomonas_lacunae_strain_CSW10	0	group2
ZZ_Sphingomonas_panacisoli_strain_HKS19	0	group2
ZZ_Sphingomonas_piscis_strain_HDW15B	0	group2
ZZ_Sphingomonas_sinipercae_strain_HDW15C	0	group2
ZZ_Sphingomonas_taxi_strain_ATCC_55669	0	group2
ZZ_Sphingomonas_xanthus_strain_AE3	0	group2
ZZ_Spiroplasma_apis_B31_strain_B31	0	group2
ZZ_Spiroplasma_atrichopogonis_strain_GNAT3597	0	group2
ZZ_Spiroplasma_endosymbiont_of__Nebria_riversi__	0	group2
ZZ_Spirosoma_aureum_strain_BT328	0	group2
ZZ_Spirosoma_endbachense_strain_I24	0	group2
ZZ_Spirosoma_taeanense_strain_TS118	0	group2
ZZ_Sporosarcina_ureae_strain_P17a	0	group2
ZZ_Sporosarcina_ureilytica_strain_LMG_22257	0	group2
ZZ_Staphylococcus_lloydii_strain_23_2_7_LY	0	group2
ZZ_Staphylococcus_pseudoxylosus_strain_14AME19	0	group2
ZZ_Stieleria_neptunia_strain_Enr13	0	group2
ZZ_Streptococcus_gwangjuense_strain_KCOM_1679___ChDC_B345_	0	group2
